SALE_ID,PRODUCT_NAME,CATEGORY,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,CUSTOMER_NAME,REGION,SALE_DATE,PAYMENT_METHOD,CREATED_AT
222,Mouse,Audio,7,1766.36,27654.75,Alice Johnson,Europe,2024-09-18,PayPal,2026-07-30 00:07:34.800
223,SSD,Electronics,13,1691.22,3413.84,Emma Davis,North America,2024-10-22,Credit Card,2026-07-30 00:07:34.800
224,Monitor,Accessories,7,1198.04,22987.84,Irene Clark,Asia Pacific,2025-10-16,Cash,2026-07-30 00:07:34.800
225,Webcam,Audio,18,682.80,2312.10,Grace Lee,Latin America,2026-02-15,Debit Card,2026-07-30 00:07:34.800
226,Laptop,Computing,3,449.74,15526.62,Emma Davis,North America,2024-09-12,Cash,2026-07-30 00:07:34.800
227,Headphones,Accessories,14,481.22,28684.64,Frank Wilson,Europe,2024-08-23,Credit Card,2026-07-30 00:07:34.800
228,Monitor,Audio,6,237.37,7837.94,David Brown,Middle East,2024-08-23,Cash,2026-07-30 00:07:34.800
229,Mouse,Computing,20,51.44,11237.25,Grace Lee,Asia Pacific,2025-07-20,PayPal,2026-07-30 00:07:34.800
230,Headphones,Audio,11,1331.73,1784.16,Emma Davis,Middle East,2025-07-27,PayPal,2026-07-30 00:07:34.800
231,Mouse,Storage,16,1622.72,7326.75,Emma Davis,Latin America,2025-04-20,Wire Transfer,2026-07-30 00:07:34.800
232,Monitor,Audio,3,798.78,5201.15,Alice Johnson,Latin America,2024-10-02,PayPal,2026-07-30 00:07:34.800
233,Webcam,Audio,19,357.84,87.00,Grace Lee,Europe,2026-03-02,Cash,2026-07-30 00:07:34.800
234,SSD,Electronics,2,1086.28,1091.40,Jack Moore,Middle East,2024-10-02,Debit Card,2026-07-30 00:07:34.800
235,Headphones,Storage,11,767.04,449.40,Grace Lee,Latin America,2026-02-25,Wire Transfer,2026-07-30 00:07:34.800
236,SSD,Accessories,19,644.39,2272.82,David Brown,Europe,2025-09-26,Cash,2026-07-30 00:07:34.800
237,Mouse,Storage,10,964.79,13058.54,Henry Taylor,Europe,2026-04-10,Wire Transfer,2026-07-30 00:07:34.800
238,Keyboard,Accessories,15,241.55,1162.35,Carol White,North America,2025-05-22,Cash,2026-07-30 00:07:34.800
239,Monitor,Computing,18,781.07,17441.00,Henry Taylor,Asia Pacific,2026-04-26,Wire Transfer,2026-07-30 00:07:34.800
240,Laptop,Audio,11,1765.17,1140.57,Alice Johnson,Latin America,2025-10-12,Debit Card,2026-07-30 00:07:34.800
241,Mouse,Accessories,6,117.08,32396.56,Alice Johnson,Asia Pacific,2024-12-26,PayPal,2026-07-30 00:07:34.800
242,Mouse,Electronics,15,1128.75,23921.00,David Brown,North America,2025-11-04,Cash,2026-07-30 00:07:34.800
243,Headphones,Electronics,15,172.02,15133.20,Alice Johnson,Europe,2024-09-27,Debit Card,2026-07-30 00:07:34.800
244,Keyboard,Electronics,20,1174.07,14883.66,Irene Clark,Europe,2025-10-10,Cash,2026-07-30 00:07:34.800
245,Mouse,Accessories,17,764.32,14928.32,David Brown,Latin America,2026-07-04,Cash,2026-07-30 00:07:34.800
246,Headphones,Audio,2,286.41,9073.80,Bob Smith,Middle East,2024-09-23,Wire Transfer,2026-07-30 00:07:34.800
247,SSD,Electronics,10,1721.68,14280.11,Frank Wilson,Europe,2025-10-06,Credit Card,2026-07-30 00:07:34.800
248,Phone,Storage,13,1329.93,6543.25,Alice Johnson,Asia Pacific,2026-07-30,Debit Card,2026-07-30 00:07:34.800
249,Laptop,Accessories,8,1146.58,21229.88,Bob Smith,Europe,2025-05-05,PayPal,2026-07-30 00:07:34.800
250,Laptop,Electronics,10,1873.06,1833.12,David Brown,North America,2024-08-04,PayPal,2026-07-30 00:07:34.800
251,Webcam,Computing,9,239.18,30167.01,Carol White,Asia Pacific,2024-11-28,PayPal,2026-07-30 00:07:34.800
252,Monitor,Electronics,14,1196.72,25737.60,Alice Johnson,Europe,2024-10-31,Cash,2026-07-30 00:07:34.800
253,SSD,Audio,5,489.62,1170.63,David Brown,Latin America,2025-08-03,Wire Transfer,2026-07-30 00:07:34.800
254,Laptop,Electronics,8,498.73,13812.30,Carol White,Latin America,2025-10-22,Wire Transfer,2026-07-30 00:07:34.800
255,SSD,Accessories,16,934.37,875.40,Bob Smith,Europe,2026-02-07,Credit Card,2026-07-30 00:07:34.800
256,Phone,Computing,12,1472.05,25038.39,Frank Wilson,Europe,2024-12-22,Credit Card,2026-07-30 00:07:34.800
257,Monitor,Audio,19,36.02,18327.76,Grace Lee,Asia Pacific,2024-10-31,PayPal,2026-07-30 00:07:34.800
258,Speaker,Electronics,12,1093.28,1898.57,Henry Taylor,Middle East,2025-01-21,Wire Transfer,2026-07-30 00:07:34.800
259,Mouse,Storage,11,337.72,16750.26,Grace Lee,Europe,2024-10-30,Wire Transfer,2026-07-30 00:07:34.800
260,Headphones,Accessories,3,152.86,19881.60,David Brown,Latin America,2026-07-27,Cash,2026-07-30 00:07:34.800
261,Phone,Storage,20,395.44,15404.32,David Brown,Latin America,2025-01-16,Debit Card,2026-07-30 00:07:34.800
262,Headphones,Accessories,17,145.74,900.62,Henry Taylor,Latin America,2024-12-17,Cash,2026-07-30 00:07:34.800
263,Speaker,Accessories,1,1558.02,271.91,Jack Moore,Latin America,2025-10-04,Credit Card,2026-07-30 00:07:34.800
264,Laptop,Accessories,19,1783.42,16532.84,Alice Johnson,Asia Pacific,2026-05-20,Wire Transfer,2026-07-30 00:07:34.800
265,Speaker,Accessories,10,181.14,16081.44,Alice Johnson,Asia Pacific,2025-03-16,Credit Card,2026-07-30 00:07:34.800
266,Mouse,Storage,11,563.56,5518.38,Bob Smith,Europe,2026-05-06,Wire Transfer,2026-07-30 00:07:34.800
267,Laptop,Audio,2,1704.46,7680.43,Jack Moore,Middle East,2026-01-13,Wire Transfer,2026-07-30 00:07:34.800
268,Keyboard,Computing,18,1845.76,12790.26,Henry Taylor,North America,2025-01-21,Cash,2026-07-30 00:07:34.800
269,Speaker,Computing,13,497.67,6436.88,Jack Moore,Latin America,2025-04-22,Wire Transfer,2026-07-30 00:07:34.800
270,Monitor,Electronics,9,1816.86,1380.10,Grace Lee,Latin America,2026-04-03,Debit Card,2026-07-30 00:07:34.800
271,Tablet,Computing,19,1572.05,9969.80,Irene Clark,Asia Pacific,2026-07-02,Debit Card,2026-07-30 00:07:34.800
272,Phone,Storage,7,1332.42,33089.80,Irene Clark,Europe,2025-04-17,PayPal,2026-07-30 00:07:34.800
273,Phone,Accessories,13,666.51,399.33,David Brown,Latin America,2024-10-24,Wire Transfer,2026-07-30 00:07:34.800
274,SSD,Accessories,11,986.84,1866.52,Carol White,Middle East,2024-12-10,Cash,2026-07-30 00:07:34.800
275,Keyboard,Audio,20,1702.45,12381.78,Frank Wilson,Asia Pacific,2026-07-02,PayPal,2026-07-30 00:07:34.800
276,Phone,Electronics,3,1337.39,12786.30,Bob Smith,Latin America,2025-12-15,PayPal,2026-07-30 00:07:34.800
277,Speaker,Electronics,4,195.63,29337.30,Frank Wilson,Asia Pacific,2025-10-23,Wire Transfer,2026-07-30 00:07:34.800
278,Laptop,Electronics,5,1758.87,18536.31,Frank Wilson,Asia Pacific,2025-02-02,Wire Transfer,2026-07-30 00:07:34.800
279,Keyboard,Audio,4,1942.52,13075.11,Irene Clark,Europe,2026-02-08,PayPal,2026-07-30 00:07:34.800
280,Headphones,Storage,10,1290.34,3992.04,Carol White,Europe,2026-05-04,Debit Card,2026-07-30 00:07:34.800
281,Webcam,Accessories,1,1247.79,5886.42,David Brown,North America,2026-01-21,Credit Card,2026-07-30 00:07:34.800
282,SSD,Audio,7,874.36,24860.60,Grace Lee,Middle East,2025-08-26,Wire Transfer,2026-07-30 00:07:34.800
283,Tablet,Storage,17,850.68,4732.46,Jack Moore,North America,2025-03-06,Credit Card,2026-07-30 00:07:34.800
284,Speaker,Storage,16,1992.24,21481.59,Irene Clark,Latin America,2025-11-25,Debit Card,2026-07-30 00:07:34.800
285,SSD,Storage,9,1743.59,9822.05,Henry Taylor,Europe,2026-01-12,Cash,2026-07-30 00:07:34.800
286,Speaker,Electronics,16,1890.90,2309.30,Henry Taylor,North America,2025-05-07,PayPal,2026-07-30 00:07:34.800
287,Monitor,Electronics,19,101.88,19173.60,David Brown,Asia Pacific,2025-04-29,Credit Card,2026-07-30 00:07:34.800
288,Tablet,Computing,16,1997.45,12670.91,Grace Lee,Europe,2026-03-16,Credit Card,2026-07-30 00:07:34.800
289,Phone,Audio,19,1827.73,3306.16,Henry Taylor,North America,2024-12-22,Debit Card,2026-07-30 00:07:34.800
290,Keyboard,Storage,12,890.49,20023.20,David Brown,Latin America,2024-10-17,Cash,2026-07-30 00:07:34.800
291,Phone,Accessories,19,1873.81,35295.00,David Brown,North America,2025-12-15,Wire Transfer,2026-07-30 00:07:34.800
292,Headphones,Computing,11,620.45,1768.28,Frank Wilson,Asia Pacific,2026-03-15,Wire Transfer,2026-07-30 00:07:34.800
293,Phone,Computing,19,813.60,5974.76,Frank Wilson,Latin America,2026-01-29,PayPal,2026-07-30 00:07:34.800
294,Phone,Audio,2,966.15,36868.20,Grace Lee,Latin America,2024-09-14,PayPal,2026-07-30 00:07:34.800
295,Speaker,Electronics,8,1965.17,11988.90,David Brown,Europe,2026-06-03,Wire Transfer,2026-07-30 00:07:34.800
296,Headphones,Audio,9,1261.34,1578.97,David Brown,Middle East,2024-09-07,Cash,2026-07-30 00:07:34.800
297,Monitor,Accessories,19,1542.21,14401.20,Bob Smith,North America,2024-09-27,PayPal,2026-07-30 00:07:34.800
298,Monitor,Accessories,1,503.57,724.66,Grace Lee,North America,2025-02-17,PayPal,2026-07-30 00:07:34.800
299,Tablet,Audio,18,1277.65,16740.23,Bob Smith,North America,2024-11-24,Wire Transfer,2026-07-30 00:07:34.800
300,Speaker,Computing,14,1105.98,26684.14,David Brown,North America,2026-01-27,PayPal,2026-07-30 00:07:34.800
301,Phone,Electronics,2,1572.47,1092.84,Frank Wilson,Middle East,2026-04-04,Debit Card,2026-07-30 00:07:34.800
302,Keyboard,Audio,5,592.57,20106.40,Emma Davis,Asia Pacific,2025-12-31,PayPal,2026-07-30 00:07:34.800
303,Headphones,Storage,4,38.77,1414.71,Carol White,Latin America,2025-09-20,PayPal,2026-07-30 00:07:34.800
304,Headphones,Computing,19,1697.79,72.55,David Brown,Asia Pacific,2024-12-09,Debit Card,2026-07-30 00:07:34.800
305,SSD,Electronics,19,1341.45,4070.20,Emma Davis,Latin America,2025-08-24,PayPal,2026-07-30 00:07:34.800
306,SSD,Audio,13,968.60,8463.52,Jack Moore,Asia Pacific,2025-11-15,Cash,2026-07-30 00:07:34.800
307,Mouse,Electronics,2,154.88,196.84,Irene Clark,North America,2025-05-29,Credit Card,2026-07-30 00:07:34.800
308,Tablet,Accessories,8,320.75,19204.22,Irene Clark,North America,2024-08-17,PayPal,2026-07-30 00:07:34.800
309,Webcam,Electronics,17,875.17,11076.89,David Brown,Asia Pacific,2025-06-02,PayPal,2026-07-30 00:07:34.800
310,Headphones,Storage,8,1230.68,4813.60,Alice Johnson,Middle East,2024-07-30,Credit Card,2026-07-30 00:07:34.800
311,Keyboard,Computing,15,643.71,27724.48,Frank Wilson,Europe,2024-10-05,Wire Transfer,2026-07-30 00:07:34.800
312,Speaker,Accessories,15,257.53,960.84,Carol White,Europe,2025-01-16,Debit Card,2026-07-30 00:07:34.800
313,Webcam,Electronics,20,1861.52,257.32,Emma Davis,Asia Pacific,2025-08-07,Wire Transfer,2026-07-30 00:07:34.800
314,SSD,Electronics,4,430.47,1200.03,Frank Wilson,Middle East,2024-11-18,PayPal,2026-07-30 00:07:34.800
315,Headphones,Audio,9,925.06,25070.58,Carol White,Middle East,2026-07-13,PayPal,2026-07-30 00:07:34.800
316,Phone,Audio,18,1132.55,27178.07,Bob Smith,North America,2025-07-29,Cash,2026-07-30 00:07:34.800
317,Webcam,Storage,3,94.98,1045.60,Henry Taylor,Latin America,2024-12-24,PayPal,2026-07-30 00:07:34.800
318,Keyboard,Audio,3,362.36,1294.47,Emma Davis,Asia Pacific,2026-01-19,Wire Transfer,2026-07-30 00:07:34.800
319,Laptop,Accessories,12,437.00,8823.55,Henry Taylor,Asia Pacific,2026-04-16,Cash,2026-07-30 00:07:34.800
320,Tablet,Audio,17,52.90,9027.20,David Brown,Europe,2025-10-26,Wire Transfer,2026-07-30 00:07:34.800
321,Webcam,Storage,13,858.35,4265.95,Jack Moore,Europe,2026-07-19,Cash,2026-07-30 00:07:34.800
322,Tablet,Storage,13,1538.90,5479.81,Grace Lee,Europe,2024-09-14,Cash,2026-07-30 00:07:34.800
323,Monitor,Electronics,9,1937.90,8767.08,Bob Smith,Middle East,2026-05-27,Wire Transfer,2026-07-30 00:07:34.800
324,Phone,Electronics,4,1610.02,1649.44,Carol White,Europe,2025-05-02,Cash,2026-07-30 00:07:34.800
325,Headphones,Computing,16,957.76,17765.10,David Brown,Latin America,2026-05-25,Cash,2026-07-30 00:07:34.800
326,Keyboard,Accessories,8,205.72,6576.68,David Brown,Asia Pacific,2026-05-05,PayPal,2026-07-30 00:07:34.800
327,SSD,Storage,14,1995.63,31995.68,Henry Taylor,Latin America,2024-08-30,Wire Transfer,2026-07-30 00:07:34.800
328,Mouse,Computing,10,928.53,2400.60,Alice Johnson,North America,2024-09-29,Credit Card,2026-07-30 00:07:34.800
329,Webcam,Storage,10,61.82,11078.34,Jack Moore,Asia Pacific,2024-08-06,PayPal,2026-07-30 00:07:34.800
330,Webcam,Audio,3,1445.29,11894.10,Frank Wilson,Middle East,2025-08-26,PayPal,2026-07-30 00:07:34.800
331,Phone,Computing,18,1465.94,12151.08,Frank Wilson,Asia Pacific,2025-08-25,Wire Transfer,2026-07-30 00:07:34.800
332,Speaker,Audio,8,1440.99,33259.86,Carol White,North America,2025-07-19,Debit Card,2026-07-30 00:07:34.800
333,Headphones,Computing,2,1092.00,18754.12,David Brown,North America,2026-04-02,Wire Transfer,2026-07-30 00:07:34.800
334,Headphones,Computing,4,543.33,21797.25,Emma Davis,Europe,2026-02-18,Credit Card,2026-07-30 00:07:34.800
335,Monitor,Storage,11,887.54,970.87,Irene Clark,Latin America,2025-04-15,Wire Transfer,2026-07-30 00:07:34.800
336,Tablet,Audio,17,1187.57,1026.05,Emma Davis,Europe,2025-07-20,PayPal,2026-07-30 00:07:34.800
337,Tablet,Electronics,12,676.79,17873.85,Frank Wilson,North America,2026-01-08,PayPal,2026-07-30 00:07:34.800
338,SSD,Audio,12,1870.84,16532.90,Irene Clark,Europe,2025-07-15,PayPal,2026-07-30 00:07:34.800
339,Monitor,Audio,9,495.01,915.36,Irene Clark,Asia Pacific,2025-04-01,Credit Card,2026-07-30 00:07:34.800
340,Laptop,Accessories,4,1112.02,7954.88,Bob Smith,North America,2025-06-29,Debit Card,2026-07-30 00:07:34.800
341,Speaker,Computing,20,1822.50,25541.10,Bob Smith,Europe,2025-04-19,Cash,2026-07-30 00:07:34.800
342,Phone,Electronics,1,1169.97,16743.40,Henry Taylor,Latin America,2025-10-12,Debit Card,2026-07-30 00:07:34.800
343,Tablet,Storage,8,1408.77,7958.52,Grace Lee,Middle East,2026-07-17,Credit Card,2026-07-30 00:07:34.800
344,Phone,Audio,10,1672.62,12831.68,Grace Lee,Europe,2026-03-03,Debit Card,2026-07-30 00:07:34.800
345,Mouse,Accessories,1,454.65,2937.36,Bob Smith,North America,2026-05-25,Credit Card,2026-07-30 00:07:34.800
346,Webcam,Computing,9,502.35,9210.00,Grace Lee,Europe,2026-02-24,Debit Card,2026-07-30 00:07:34.800
347,Keyboard,Storage,19,1098.02,12013.65,Alice Johnson,Latin America,2024-12-11,Cash,2026-07-30 00:07:34.800
348,Laptop,Electronics,2,1392.80,1594.65,David Brown,Europe,2025-08-27,PayPal,2026-07-30 00:07:34.800
349,Headphones,Accessories,2,853.02,10635.04,Frank Wilson,Europe,2026-05-29,PayPal,2026-07-30 00:07:34.800
350,Phone,Accessories,7,1986.25,3911.92,Frank Wilson,North America,2026-04-03,Credit Card,2026-07-30 00:07:34.800
351,Webcam,Computing,10,1994.23,7875.08,Frank Wilson,Europe,2026-05-29,Wire Transfer,2026-07-30 00:07:34.800
352,Webcam,Computing,19,733.57,13644.16,Bob Smith,Asia Pacific,2025-01-26,Wire Transfer,2026-07-30 00:07:34.800
353,Keyboard,Accessories,17,674.18,9813.36,Bob Smith,North America,2024-09-30,Credit Card,2026-07-30 00:07:34.800
354,Headphones,Electronics,9,1174.60,1915.75,Emma Davis,Europe,2026-05-29,PayPal,2026-07-30 00:07:34.800
355,Monitor,Storage,10,1202.71,3948.42,Frank Wilson,Latin America,2025-12-24,Credit Card,2026-07-30 00:07:34.800
356,Mouse,Storage,12,1243.06,6950.76,David Brown,Europe,2024-11-02,Wire Transfer,2026-07-30 00:07:34.800
357,Headphones,Storage,1,1907.52,4211.92,Grace Lee,Latin America,2025-07-26,Cash,2026-07-30 00:07:34.800
358,Speaker,Audio,16,1586.34,1048.80,Jack Moore,North America,2026-03-19,Credit Card,2026-07-30 00:07:34.800
359,Laptop,Storage,18,1847.52,17121.39,Henry Taylor,Asia Pacific,2025-08-06,Wire Transfer,2026-07-30 00:07:34.800
360,Keyboard,Accessories,20,1261.38,9112.75,Carol White,Europe,2026-04-22,Cash,2026-07-30 00:07:34.800
361,SSD,Accessories,10,1072.11,4554.34,Jack Moore,Middle East,2025-09-10,PayPal,2026-07-30 00:07:34.800
362,Speaker,Accessories,7,390.85,19702.08,Alice Johnson,Latin America,2024-11-17,Wire Transfer,2026-07-30 00:07:34.800
363,SSD,Electronics,20,1697.85,19399.50,Bob Smith,North America,2026-04-18,PayPal,2026-07-30 00:07:34.800
364,Laptop,Audio,11,1600.72,8457.00,Henry Taylor,Europe,2024-10-28,Credit Card,2026-07-30 00:07:34.800
365,Monitor,Storage,7,1732.48,23930.28,Alice Johnson,Asia Pacific,2025-08-09,Debit Card,2026-07-30 00:07:34.800
366,Phone,Computing,5,747.24,488.94,Jack Moore,Latin America,2025-12-13,Credit Card,2026-07-30 00:07:34.800
367,Phone,Accessories,10,709.40,11977.44,David Brown,North America,2026-06-28,Cash,2026-07-30 00:07:34.800
368,Headphones,Accessories,14,1009.79,20347.56,Bob Smith,Asia Pacific,2026-03-14,Wire Transfer,2026-07-30 00:07:34.800
369,Laptop,Electronics,6,1086.49,1806.20,Henry Taylor,Europe,2026-05-31,Debit Card,2026-07-30 00:07:34.800
370,Phone,Accessories,19,1789.66,23728.60,Irene Clark,Asia Pacific,2024-12-06,Wire Transfer,2026-07-30 00:07:34.800
371,Mouse,Audio,1,304.17,34922.38,Henry Taylor,North America,2025-08-21,PayPal,2026-07-30 00:07:34.800
372,Mouse,Computing,3,672.61,5060.44,Grace Lee,North America,2026-04-12,Cash,2026-07-30 00:07:34.800
373,Phone,Storage,18,195.46,4668.03,Alice Johnson,Asia Pacific,2025-10-21,Debit Card,2026-07-30 00:07:34.800
374,Laptop,Electronics,19,1227.34,15984.81,Grace Lee,Europe,2025-03-10,Debit Card,2026-07-30 00:07:34.800
375,Keyboard,Audio,4,506.33,3050.56,Bob Smith,Asia Pacific,2025-11-14,Cash,2026-07-30 00:07:34.800
376,Phone,Electronics,2,1234.14,6116.40,Grace Lee,Asia Pacific,2024-09-08,Credit Card,2026-07-30 00:07:34.800
377,Monitor,Audio,10,1273.93,13358.72,Frank Wilson,Latin America,2025-02-26,Wire Transfer,2026-07-30 00:07:34.800
378,Monitor,Storage,12,1868.19,9374.05,Carol White,North America,2026-07-15,Credit Card,2026-07-30 00:07:34.800
379,Mouse,Accessories,11,1266.74,7548.16,David Brown,Middle East,2025-10-05,Wire Transfer,2026-07-30 00:07:34.800
380,Monitor,Audio,2,171.50,605.04,Henry Taylor,North America,2026-05-04,PayPal,2026-07-30 00:07:34.800
381,Monitor,Accessories,8,816.39,32495.20,Grace Lee,Europe,2025-01-29,Debit Card,2026-07-30 00:07:34.800
382,Mouse,Computing,1,1921.46,5020.83,Henry Taylor,Asia Pacific,2026-04-03,PayPal,2026-07-30 00:07:34.800
383,Phone,Accessories,3,117.31,23096.19,Grace Lee,Europe,2025-08-06,Credit Card,2026-07-30 00:07:34.800
384,Keyboard,Storage,5,366.37,2806.30,Henry Taylor,Europe,2026-04-30,Wire Transfer,2026-07-30 00:07:34.800
385,Speaker,Electronics,19,1097.88,5948.18,Carol White,North America,2026-02-02,Debit Card,2026-07-30 00:07:34.800
386,SSD,Accessories,10,510.66,6252.72,Alice Johnson,Middle East,2026-01-06,Wire Transfer,2026-07-30 00:07:34.800
387,Speaker,Storage,14,1001.04,7072.86,Frank Wilson,North America,2025-07-28,Wire Transfer,2026-07-30 00:07:34.800
388,Phone,Audio,1,1849.20,2639.44,Henry Taylor,Europe,2024-10-16,Credit Card,2026-07-30 00:07:34.800
389,Monitor,Computing,10,828.51,1629.80,Emma Davis,Middle East,2025-07-21,PayPal,2026-07-30 00:07:34.800
390,Keyboard,Electronics,10,472.32,1518.32,Irene Clark,Asia Pacific,2025-10-24,Credit Card,2026-07-30 00:07:34.800
391,Phone,Storage,18,1692.05,17002.00,Alice Johnson,Latin America,2026-01-17,Cash,2026-07-30 00:07:34.800
392,Speaker,Storage,20,1390.96,3945.75,Henry Taylor,Middle East,2026-07-21,Wire Transfer,2026-07-30 00:07:34.800
393,Monitor,Computing,12,1336.35,1657.04,Frank Wilson,Middle East,2025-05-23,Wire Transfer,2026-07-30 00:07:34.800
394,SSD,Storage,16,1383.74,13119.40,David Brown,Europe,2024-12-29,Wire Transfer,2026-07-30 00:07:34.800
395,Speaker,Computing,9,593.65,19173.30,Henry Taylor,Middle East,2025-03-18,Cash,2026-07-30 00:07:34.800
396,Tablet,Storage,4,855.73,1640.20,Jack Moore,Europe,2025-02-21,PayPal,2026-07-30 00:07:34.800
397,Keyboard,Audio,20,1382.03,20782.39,Alice Johnson,Europe,2024-09-27,Credit Card,2026-07-30 00:07:34.800
398,Speaker,Accessories,9,1677.52,6897.65,Irene Clark,Europe,2024-12-06,Credit Card,2026-07-30 00:07:34.800
399,Monitor,Computing,9,777.54,30357.06,Emma Davis,Middle East,2025-08-22,PayPal,2026-07-30 00:07:34.800
400,Monitor,Computing,4,1823.25,100.40,Grace Lee,Asia Pacific,2025-05-09,Wire Transfer,2026-07-30 00:07:34.800
401,Phone,Audio,7,1533.71,2251.16,Grace Lee,Latin America,2025-11-22,Debit Card,2026-07-30 00:07:34.800
402,Monitor,Computing,15,1244.07,21077.16,Henry Taylor,Asia Pacific,2024-09-17,Wire Transfer,2026-07-30 00:07:34.800
403,Webcam,Storage,1,1231.40,6483.84,Bob Smith,Middle East,2024-10-08,Debit Card,2026-07-30 00:07:34.800
404,Laptop,Accessories,20,853.96,7943.91,Grace Lee,Asia Pacific,2025-10-17,Debit Card,2026-07-30 00:07:34.800
405,Phone,Electronics,9,818.39,16130.14,Irene Clark,Latin America,2025-07-15,Wire Transfer,2026-07-30 00:07:34.800
406,Speaker,Accessories,5,580.72,4456.98,Alice Johnson,Asia Pacific,2026-01-29,Credit Card,2026-07-30 00:07:34.800
407,Tablet,Computing,5,402.70,5778.06,Alice Johnson,Asia Pacific,2025-12-29,Credit Card,2026-07-30 00:07:34.800
408,Keyboard,Computing,6,399.43,3620.12,Emma Davis,Middle East,2025-03-15,Wire Transfer,2026-07-30 00:07:34.800
409,Keyboard,Accessories,1,868.02,22517.40,Grace Lee,North America,2025-03-17,Debit Card,2026-07-30 00:07:34.800
410,Phone,Accessories,17,1182.23,12089.74,Jack Moore,Europe,2026-05-11,PayPal,2026-07-30 00:07:34.800
411,SSD,Electronics,13,1630.87,2189.36,Irene Clark,Middle East,2026-02-22,PayPal,2026-07-30 00:07:34.800
412,Phone,Audio,4,747.02,16536.96,Bob Smith,Europe,2026-06-25,PayPal,2026-07-30 00:07:34.800
413,Mouse,Audio,17,1378.71,12192.46,Bob Smith,Middle East,2024-12-27,Debit Card,2026-07-30 00:07:34.800
414,Keyboard,Storage,6,975.01,2990.80,Emma Davis,North America,2026-04-10,Debit Card,2026-07-30 00:07:34.800
415,SSD,Computing,10,846.83,32235.00,Alice Johnson,Latin America,2025-04-10,Debit Card,2026-07-30 00:07:34.800
416,Mouse,Electronics,17,765.89,39058.20,Jack Moore,North America,2025-10-23,Wire Transfer,2026-07-30 00:07:34.800
417,Laptop,Accessories,12,1237.86,4269.78,Henry Taylor,North America,2025-03-09,Credit Card,2026-07-30 00:07:34.800
418,Keyboard,Computing,18,1912.43,18998.72,Emma Davis,North America,2025-03-27,Cash,2026-07-30 00:07:34.800
419,Monitor,Audio,3,25.04,3315.32,Emma Davis,Asia Pacific,2025-05-24,Wire Transfer,2026-07-30 00:07:34.800
420,Tablet,Computing,6,1731.10,1387.12,Emma Davis,Latin America,2026-05-10,Wire Transfer,2026-07-30 00:07:34.800
421,Monitor,Computing,20,505.15,5357.43,Carol White,Asia Pacific,2026-07-04,Cash,2026-07-30 00:07:34.800
422,Phone,Audio,19,776.08,3385.38,Jack Moore,Asia Pacific,2025-03-10,Credit Card,2026-07-30 00:07:34.800
423,Monitor,Audio,7,1612.07,7324.20,Alice Johnson,Europe,2024-10-14,Cash,2026-07-30 00:07:34.800
424,Mouse,Electronics,8,914.57,813.10,Carol White,Latin America,2026-07-23,Cash,2026-07-30 00:07:34.800
425,Keyboard,Storage,13,1443.82,8234.16,Jack Moore,Asia Pacific,2026-01-13,PayPal,2026-07-30 00:07:34.800
426,Webcam,Audio,9,460.58,6543.00,Carol White,Asia Pacific,2025-11-07,Cash,2026-07-30 00:07:34.800
427,SSD,Accessories,4,943.84,9479.10,David Brown,North America,2025-07-15,PayPal,2026-07-30 00:07:34.800
428,Speaker,Electronics,20,282.68,1415.54,Irene Clark,North America,2025-08-27,Credit Card,2026-07-30 00:07:34.800
429,Laptop,Accessories,6,1118.96,16633.44,Emma Davis,North America,2025-01-26,Cash,2026-07-30 00:07:34.800
430,Speaker,Computing,10,1623.33,27055.20,Henry Taylor,North America,2025-09-03,Credit Card,2026-07-30 00:07:34.800
431,Tablet,Audio,2,484.35,17058.48,Bob Smith,Asia Pacific,2025-01-22,Debit Card,2026-07-30 00:07:34.800
432,SSD,Storage,20,1665.38,7082.72,Frank Wilson,Middle East,2025-01-09,Debit Card,2026-07-30 00:07:34.800
433,Headphones,Audio,11,1071.59,4678.96,Henry Taylor,North America,2025-04-23,Credit Card,2026-07-30 00:07:34.800
434,SSD,Electronics,14,1642.35,14039.68,Emma Davis,Middle East,2025-07-14,Debit Card,2026-07-30 00:07:34.800
435,Tablet,Storage,11,1042.37,22729.68,Grace Lee,Middle East,2025-06-28,Debit Card,2026-07-30 00:07:34.800
436,Tablet,Electronics,16,1323.93,8520.70,Emma Davis,Middle East,2026-06-30,PayPal,2026-07-30 00:07:34.800
437,Speaker,Computing,19,232.28,39921.60,Bob Smith,Latin America,2025-09-25,Cash,2026-07-30 00:07:34.800
438,Keyboard,Computing,16,1901.48,19974.40,Emma Davis,Europe,2026-07-05,Wire Transfer,2026-07-30 00:07:34.800
439,Speaker,Computing,15,1049.71,19178.72,Carol White,Middle East,2024-08-28,Cash,2026-07-30 00:07:34.800
440,SSD,Electronics,5,1853.73,3915.18,Frank Wilson,Middle East,2026-06-29,Wire Transfer,2026-07-30 00:07:34.800
441,Phone,Electronics,6,1263.43,6282.32,Bob Smith,Latin America,2026-06-26,Credit Card,2026-07-30 00:07:34.800
442,Headphones,Storage,1,1146.10,2995.80,Henry Taylor,Europe,2025-01-13,PayPal,2026-07-30 00:07:34.800
443,Speaker,Computing,13,1277.83,25426.98,Emma Davis,Europe,2024-08-24,Credit Card,2026-07-30 00:07:34.800
